cd_cid ;cid - descricao;cd_subgrupo;subgrupo_descricao;cid_grupo;cid_capitulo
A40.0; Septicemia Por Streptococcus do Grupo A;A40; Septicemia Estreptocócica ;Outras doenças bacterianas;I. Algumas doenças infecciosas e parasitárias
A40.1; Septicemia Por Streptococcus do Grupo B;A40; Septicemia Estreptocócica ;Outras doenças bacterianas;I. Algumas doenças infecciosas e parasitárias
A40.2; Septicemia Por Streptococcus do Grupo D;A40; Septicemia Estreptocócica ;Outras doenças bacterianas;I. Algumas doenças infecciosas e parasitárias
A40.3; Septicemia Por Streptococcus Pneumonia;A40; Septicemia Estreptocócica ;Outras doenças bacterianas;I. Algumas doenças infecciosas e parasitárias
A40.8; Outras Septicemias Estreptocócicas;A40; Septicemia Estreptocócica ;Outras doenças bacterianas;I. Algumas doenças infecciosas e parasitárias
A40.9; Septicemia Estreptocócica Não Especificada;A40; Septicemia Estreptocócica ;Outras doenças bacterianas;I. Algumas doenças infecciosas e parasitárias
A41.0; Septicemia Por Staphylococcus Aureus;A41; Outras Septicemias ;Outras doenças bacterianas;I. Algumas doenças infecciosas e parasitárias
A41.1; Septicemia Por Outros Estafilococos Especificados;A41; Outras Septicemias ;Outras doenças bacterianas;I. Algumas doenças infecciosas e parasitárias
A41.2; Septicemia Por Estafilococos Não Especificados;A41; Outras Septicemias ;Outras doenças bacterianas;I. Algumas doenças infecciosas e parasitárias
A41.3; Septicemia Por Haemophilus Influenzae;A41; Outras Septicemias ;Outras doenças bacterianas;I. Algumas doenças infecciosas e parasitárias
A41.4; Septicemia Por Anaeróbios;A41; Outras Septicemias ;Outras doenças bacterianas;I. Algumas doenças infecciosas e parasitárias
A41.5; Septicemia Por Outros Microorganismos Gram negativos;A41; Outras Septicemias ;Outras doenças bacterianas;I. Algumas doenças infecciosas e parasitárias
A41.8; Outras Septicemias Especificadas;A41; Outras Septicemias ;Outras doenças bacterianas;I. Algumas doenças infecciosas e parasitárias
A41.9; Septicemia Não Especificada;A41; Outras Septicemias ;Outras doenças bacterianas;I. Algumas doenças infecciosas e parasitárias
A42.0; Actinomicose Pulmonar;A42; Actinomicose ;Outras doenças bacterianas;I. Algumas doenças infecciosas e parasitárias
A42.1; Actinomicose Abdominal;A42; Actinomicose ;Outras doenças bacterianas;I. Algumas doenças infecciosas e parasitárias
A42.2; Actinomicose Cervicofacial;A42; Actinomicose ;Outras doenças bacterianas;I. Algumas doenças infecciosas e parasitárias
A42.7; Septicemia Actinomicótica;A42; Actinomicose ;Outras doenças bacterianas;I. Algumas doenças infecciosas e parasitárias
A42.8; Outras Formas de Actinomicose;A42; Actinomicose ;Outras doenças bacterianas;I. Algumas doenças infecciosas e parasitárias
A42.9; Actinomicose Não Especificada;A42; Actinomicose ;Outras doenças bacterianas;I. Algumas doenças infecciosas e parasitárias
A43.0; Nocardiose Pulmonar;A43; Nocardiose ;Outras doenças bacterianas;I. Algumas doenças infecciosas e parasitárias
A43.1; Nocardiose Cutânea;A43; Nocardiose ;Outras doenças bacterianas;I. Algumas doenças infecciosas e parasitárias
A43.8; Outras Formas de Nocardiose;A43; Nocardiose ;Outras doenças bacterianas;I. Algumas doenças infecciosas e parasitárias
A43.9; Nocardiose Não Especificada;A43; Nocardiose ;Outras doenças bacterianas;I. Algumas doenças infecciosas e parasitárias
A44.0; Bartonelose Sistêmica;A44; Bartonelose ;Outras doenças bacterianas;I. Algumas doenças infecciosas e parasitárias
A44.1; Bartonelose Cutânea e Cutâneo mucosa;A44; Bartonelose ;Outras doenças bacterianas;I. Algumas doenças infecciosas e parasitárias
A44.8; Outras Formas de Bartonelose;A44; Bartonelose ;Outras doenças bacterianas;I. Algumas doenças infecciosas e parasitárias
A44.9; Bartonelose Não Especificada;A44; Bartonelose ;Outras doenças bacterianas;I. Algumas doenças infecciosas e parasitárias
A48.0; Gangrena Gasosa;A48; Outras Doenças Bacterianas Não Classificadas em Outra Parte ;Outras doenças bacterianas;I. Algumas doenças infecciosas e parasitárias
A48.1; Doença Dos Legionários;A48; Outras Doenças Bacterianas Não Classificadas em Outra Parte ;Outras doenças bacterianas;I. Algumas doenças infecciosas e parasitárias
A48.2; Doença Dos Legionários Não pneumônica (febre de Pontiac);A48; Outras Doenças Bacterianas Não Classificadas em Outra Parte ;Outras doenças bacterianas;I. Algumas doenças infecciosas e parasitárias
A48.3; Síndrome do Choque Tóxico;A48; Outras Doenças Bacterianas Não Classificadas em Outra Parte ;Outras doenças bacterianas;I. Algumas doenças infecciosas e parasitárias
A48.4; Febre Purpúrica do Brasil;A48; Outras Doenças Bacterianas Não Classificadas em Outra Parte ;Outras doenças bacterianas;I. Algumas doenças infecciosas e parasitárias
A48.8; Outras Doenças Bacterianas Especificadas;A48; Outras Doenças Bacterianas Não Classificadas em Outra Parte ;Outras doenças bacterianas;I. Algumas doenças infecciosas e parasitárias
A49.0; Infecção Estafilocócica de Localização Não Especificada;A49; Infecção Bacteriana de Localização Não Especificada ;Outras doenças bacterianas;I. Algumas doenças infecciosas e parasitárias
A49.1; Infecção Estreptocócica de Localização Não Especificada;A49; Infecção Bacteriana de Localização Não Especificada ;Outras doenças bacterianas;I. Algumas doenças infecciosas e parasitárias
A49.2; Infecção Por Haemophilus Influenzae de Localização Não Especificada;A49; Infecção Bacteriana de Localização Não Especificada ;Outras doenças bacterianas;I. Algumas doenças infecciosas e parasitárias
A49.3; Infecção Por Mycoplasma de Localização Não Especificada;A49; Infecção Bacteriana de Localização Não Especificada ;Outras doenças bacterianas;I. Algumas doenças infecciosas e parasitárias
A49.8; Outras Infecções Bacterianas de Localização Não Especificada;A49; Infecção Bacteriana de Localização Não Especificada ;Outras doenças bacterianas;I. Algumas doenças infecciosas e parasitárias
A49.9; Infecção Bacteriana Não Especificada;A49; Infecção Bacteriana de Localização Não Especificada ;Outras doenças bacterianas;I. Algumas doenças infecciosas e parasitárias
A50.0; Sífilis Congênita Precoce Sintomática;A50; Sífilis Congênita ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A50.1; Sífilis Congênita Precoce, Forma Latente;A50; Sífilis Congênita ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A50.2; Sífilis Congênita Precoce Não Especificada;A50; Sífilis Congênita ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A50.3; Oculopatia Sifilítica Congênita Tardia;A50; Sífilis Congênita ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A50.4; Neurossífilis Congênita Tardia (neurossífilis Juvenil);A50; Sífilis Congênita ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A50.5; Outras Formas Tardias e Sintomáticas da Sífilis Congênita;A50; Sífilis Congênita ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A50.6; Sífilis Congênita Tardia Latente;A50; Sífilis Congênita ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A50.7; Sífilis Congênita Tardia Não Especificada;A50; Sífilis Congênita ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A50.9; Sífilis Congênita Não Especificada;A50; Sífilis Congênita ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A51.0; Sífilis Genital Primária;A51; Sífilis Precoce ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A51.1; Sífilis Anal Primária;A51; Sífilis Precoce ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A51.2; Sífilis Primária de Outras Localizações;A51; Sífilis Precoce ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A51.3; Sífilis Secundária da Pele e Das Mucosas;A51; Sífilis Precoce ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A51.4; Outras Formas de Sífilis Secundária;A51; Sífilis Precoce ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A51.5; Sífilis Precoce Latente;A51; Sífilis Precoce ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A51.9; Sífilis Precoce Não Especificada;A51; Sífilis Precoce ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A52.0; Sífilis Cardiovascular;A52; Sífilis Tardia ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A52.1; Neurossífilis Sintomática;A52; Sífilis Tardia ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A52.2; Neurossífilis Assintomática;A52; Sífilis Tardia ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A52.3; Neurossífilis Não Especificada;A52; Sífilis Tardia ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A52.7; Outras Formas de Sífilis Tardia Sintomática;A52; Sífilis Tardia ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A52.8; Sífilis Tardia Latente;A52; Sífilis Tardia ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A52.9; Sífilis Tardia Não Especificada;A52; Sífilis Tardia ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A53.0; Sífilis Latente, Não Especificada se Recente ou Tardia;A53; Outras Formas e as Não Especificadas da Sífilis ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A53.9; Sífilis Não Especificada;A53; Outras Formas e as Não Especificadas da Sífilis ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A54.0; Infecção Gonocócica do Trato Geniturinário Inferior, Sem Abscesso Periuretral ou Das Glândulas Acessórias;A54; Infecção Gonocócica ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A54.1; Infecção Gonocócica do Trato Geniturinário Inferior, Com Abscesso Periuretral ou Das Glândulas Acessórias;A54; Infecção Gonocócica ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A54.2; Pelviperitonite Gonocócica e Outras Infecções Geniturinárias Gonocócicas;A54; Infecção Gonocócica ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A54.3; Infecção Gonocócica do Olho;A54; Infecção Gonocócica ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A54.4; Infecção Gonocócica do Sistema Músculo esquelético;A54; Infecção Gonocócica ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A54.5; Faringite Gonocócica;A54; Infecção Gonocócica ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A54.6; Infecção Gonocócica do Ânus ou do Reto;A54; Infecção Gonocócica ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A54.8; Outras Infecções Gonocócicas;A54; Infecção Gonocócica ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A54.9; Infecção Gonocócica Não Especificada;A54; Infecção Gonocócica ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A56.0; Infecções Por Clamídias do Trato Geniturinário Inferior;A56; Outras Infecções Causadas Por Clamídias Transmitidas Por Via Sexual ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A56.1; Infecção Por Clamídias, Pelviperitonial e de Outros Órgãos Geniturinários;A56; Outras Infecções Causadas Por Clamídias Transmitidas Por Via Sexual ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A56.2; Infecção Por Clamídias do Trato Geniturinário, Localização Não Especificada;A56; Outras Infecções Causadas Por Clamídias Transmitidas Por Via Sexual ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A56.3; Infecção do Ânus e do Reto Por Clamídias;A56; Outras Infecções Causadas Por Clamídias Transmitidas Por Via Sexual ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A56.4; Infecção da Faringe Por Clamídias;A56; Outras Infecções Causadas Por Clamídias Transmitidas Por Via Sexual ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A56.8; Infecção Por Clamídias Transmitida Por Via Sexual, de Outras Localizações;A56; Outras Infecções Causadas Por Clamídias Transmitidas Por Via Sexual ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A59.0; Tricomoníase Urogenital;A59; Tricomoníase ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A59.8; Outras Localizações de Tricomoníase;A59; Tricomoníase ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A59.9; Tricomoníase Não Especificada;A59; Tricomoníase ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A60.0; Infecção Dos Órgãos Genitais e do Trato Geniturinário Pelo Vírus do Herpes;A60; Infecções Anogenitais Pelo Vírus do Herpes (herpes Simples) ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A60.1; Infecção da Margem Cutânea do Ânus e do Reto Pelo Vírus do Herpes;A60; Infecções Anogenitais Pelo Vírus do Herpes (herpes Simples) ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A60.9; Infecção Anogenital Não Especificada Pelo Vírus do Herpes;A60; Infecções Anogenitais Pelo Vírus do Herpes (herpes Simples) ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A63.0; Verrugas Anogenitais (venéreas);A63; Outras Doenças de Transmissão Predominantemente Sexual, Não Classificadas em Outra Parte ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
A63.8; Outras Doenças Especificadas de Transmissão Predominantemente Sexual;A63; Outras Doenças de Transmissão Predominantemente Sexual, Não Classificadas em Outra Parte ;Infecções de transmissão predominantemente sexual;I. Algumas doenças infecciosas e parasitárias
